entry_time,exit_time,month,direction,entry_price,exit_price,pnl,bars,exit_reason,dist_atr_entry,score_entry,factors_entry,regime_entry
2024-09-04 15:00,2024-09-04 19:00,2024-09,SELL,2132.7,2125.68,0.2,4,reverse_signal,-0.6,3,"KDJ-OB,TOP-DIV",ranging
2024-09-04 19:00,2024-09-05 23:00,2024-09,BUY,2125.68,2136.63,0.6,28,reverse_signal,-2.77,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-09-05 23:00,2024-09-06 16:00,2024-09,SELL,2136.63,2138.9,-0.73,17,reverse_signal,1.82,3,"KDJ-OB,TOP-DIV",ranging
2024-09-06 16:00,2024-09-07 03:00,2024-09,BUY,2138.9,2147.82,0.39,11,reverse_signal,1.89,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-07 03:00,2024-09-07 05:00,2024-09,SELL,2147.82,2148.17,-0.53,2,reverse_signal,3.42,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-07 05:00,2024-09-09 15:00,2024-09,BUY,2148.17,2142.93,-1.02,10,hard_stop,2.92,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-09 16:00,2024-09-10 01:00,2024-09,BUY,2140.46,2148.28,0.28,9,reverse_signal,-1.58,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-09-10 01:00,2024-09-10 10:00,2024-09,SELL,2148.28,2151.56,-0.83,9,reverse_signal,1.85,3,"KDJ-OB,TOP-DIV",ranging
2024-09-10 10:00,2024-09-10 16:00,2024-09,BUY,2151.56,2145.9,-1.07,6,hard_stop,1.85,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-10 17:00,2024-09-11 11:00,2024-09,BUY,2145.38,2156.28,0.59,18,reverse_signal,-0.95,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-11 11:00,2024-09-11 15:00,2024-09,SELL,2156.28,2157.39,-0.61,4,reverse_signal,1.65,3,"KDJ-OB,TOP-DIV",ranging
2024-09-11 15:00,2024-09-11 21:00,2024-09,BUY,2157.39,2156.92,-0.55,6,reverse_signal,1.75,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-11 21:00,2024-09-11 22:00,2024-09,SELL,2156.92,2158.2,-0.63,1,reverse_signal,0.92,3,"KDJ-OB,TOP-DIV",ranging
2024-09-11 22:00,2024-09-12 03:00,2024-09,BUY,2158.2,2151.84,-1.14,5,hard_stop,1.39,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-12 04:00,2024-09-13 08:00,2024-09,BUY,2149.84,2167.14,1.23,28,reverse_signal,-2.26,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-09-13 08:00,2024-09-13 10:00,2024-09,SELL,2167.14,2172.41,-1.03,2,hard_stop,3.38,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-13 11:00,2024-09-13 12:00,2024-09,SELL,2170.43,2172.82,-0.74,1,reverse_signal,3.43,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-13 12:00,2024-09-13 14:00,2024-09,BUY,2172.82,2176.31,-0.15,2,reverse_signal,3.92,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-13 14:00,2024-09-13 16:00,2024-09,SELL,2176.31,2182.18,-1.09,2,hard_stop,4.56,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-09-13 17:00,2024-09-16 08:00,2024-09,SELL,2183.5,2177.06,0.14,15,reverse_signal,5.47,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-09-16 08:00,2024-09-17 14:00,2024-09,BUY,2177.06,2172.0,-1.01,30,hard_stop,0.03,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-17 15:00,2024-09-17 21:00,2024-09,BUY,2168.66,2175.03,0.14,6,reverse_signal,-2.53,5,"TREND+,KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-09-17 21:00,2024-09-18 00:00,2024-09,SELL,2175.03,2173.05,-0.3,3,reverse_signal,0.6,3,"KDJ-OB,TOP-DIV",ranging
2024-09-18 00:00,2024-09-18 08:00,2024-09,BUY,2173.05,2165.32,-1.27,8,hard_stop,-0.15,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-18 09:00,2024-09-18 19:00,2024-09,BUY,2163.08,2164.65,-0.34,10,reverse_signal,-3.33,8,"TREND+,KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-09-18 19:00,2024-09-18 23:00,2024-09,SELL,2164.65,2170.35,-1.07,4,hard_stop,-0.94,3,"KDJ-OB,TOP-DIV",ranging
2024-09-19 10:00,2024-09-20 06:00,2024-09,BUY,2166.05,2189.16,1.81,20,reverse_signal,-1.21,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-20 06:00,2024-09-20 09:00,2024-09,SELL,2189.16,2199.3,-1.51,3,hard_stop,2.89,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-20 10:00,2024-09-20 14:00,2024-09,SELL,2203.12,2208.83,-1.07,4,hard_stop,5.97,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-20 15:00,2024-09-20 19:00,2024-09,BUY,2205.1,2196.99,-1.31,4,hard_stop,4.1,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-20 20:00,2024-09-21 07:00,2024-09,BUY,2194.9,2189.71,-1.02,11,hard_stop,-0.41,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-09-23 08:00,2024-09-23 14:00,2024-09,BUY,2191.34,2185.85,-1.05,6,hard_stop,-1.24,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-23 15:00,2024-09-23 23:00,2024-09,BUY,2185.98,2188.66,-0.23,8,reverse_signal,-2.49,4,"TREND+,KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-09-23 23:00,2024-09-24 04:00,2024-09,SELL,2188.66,2193.94,-1.03,5,hard_stop,-0.01,3,"KDJ-OB,TOP-DIV",ranging
2024-09-24 05:00,2024-09-24 15:00,2024-09,SELL,2196.42,2201.05,-0.96,10,hard_stop,2.5,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-09-24 20:00,2024-09-25 04:00,2024-09,BUY,2198.02,2207.78,0.48,8,reverse_signal,0.47,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-25 04:00,2024-09-25 12:00,2024-09,SELL,2207.78,2207.6,-0.48,8,reverse_signal,3.19,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-09-25 12:00,2024-09-25 15:00,2024-09,BUY,2207.6,2210.39,-0.22,3,reverse_signal,1.83,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-25 15:00,2024-09-25 18:00,2024-09,SELL,2210.39,2209.18,-0.38,3,reverse_signal,2.51,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-09-25 18:00,2024-09-26 01:00,2024-09,BUY,2209.18,2203.47,-1.07,7,hard_stop,1.57,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-09-26 02:00,2024-09-26 08:00,2024-09,BUY,2201.65,2206.6,-0.01,6,reverse_signal,-2.12,6,"TREND+,KDJ-OS,BB-BOT,DIVERG,LOW-VOL",ranging
2024-09-26 08:00,2024-09-26 11:00,2024-09,SELL,2206.6,2200.04,0.16,3,reverse_signal,0.68,3,"KDJ-OB,TOP-DIV",ranging
2024-09-26 11:00,2024-09-26 19:00,2024-09,BUY,2200.04,2194.37,-1.07,8,hard_stop,-1.94,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-09-26 20:00,2024-09-26 22:00,2024-09,BUY,2192.88,2187.91,-1.0,2,hard_stop,-2.9,6,"TREND+,KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-09-26 23:00,2024-09-27 11:00,2024-09,BUY,2184.5,2179.61,-0.99,12,hard_stop,-4.95,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-09-27 12:00,2024-09-27 20:00,2024-09,BUY,2180.1,2174.28,-1.08,8,hard_stop,-2.99,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-09-27 21:00,2024-09-28 01:00,2024-09,BUY,2171.21,2165.09,-1.11,4,hard_stop,-4.0,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-09-28 02:00,2024-09-30 22:00,2024-09,BUY,2165.92,2159.51,-1.14,20,hard_stop,-4.04,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-09-30 23:00,2024-10-02 01:00,2024-09,BUY,2156.82,2172.11,1.03,26,reverse_signal,-4.0,5,"KDJ-OS,BB-BOT,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-10-02 01:00,2024-10-02 20:00,2024-10,SELL,2172.11,2167.59,-0.05,19,reverse_signal,1.68,3,"KDJ-OB,TOP-DIV",ranging
2024-10-02 20:00,2024-10-04 02:00,2024-10,BUY,2167.59,2161.78,-1.08,30,hard_stop,-0.27,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-04 03:00,2024-10-05 00:00,2024-10,BUY,2163.39,2156.72,-1.17,21,hard_stop,-3.18,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-10-05 01:00,2024-10-07 23:00,2024-10,BUY,2158.11,2152.46,-1.07,22,hard_stop,-2.45,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-10-08 00:00,2024-10-08 12:00,2024-10,BUY,2152.71,2146.39,-1.13,12,hard_stop,-2.19,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-08 13:00,2024-10-10 02:00,2024-10,BUY,2144.37,2148.11,-0.13,37,reverse_signal,-3.22,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-10-10 02:00,2024-10-10 09:00,2024-10,SELL,2148.11,2147.11,-0.4,7,reverse_signal,0.09,3,"KDJ-OB,TOP-DIV",ranging
2024-10-10 09:00,2024-10-10 11:00,2024-10,BUY,2147.11,2141.18,-1.09,2,hard_stop,-0.09,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-10 12:00,2024-10-10 22:00,2024-10,BUY,2140.26,2133.56,-1.17,10,hard_stop,-2.16,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-10 23:00,2024-10-12 02:00,2024-10,BUY,2130.92,2124.35,-1.16,27,hard_stop,-3.91,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-10-12 03:00,2024-10-15 14:00,2024-10,BUY,2125.42,2133.63,0.32,35,reverse_signal,-2.33,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-10-15 14:00,2024-10-15 16:00,2024-10,SELL,2133.63,2134.5,-0.59,2,reverse_signal,0.17,3,"KDJ-OB,TOP-DIV",ranging
2024-10-15 16:00,2024-10-16 18:00,2024-10,BUY,2134.5,2147.58,0.81,26,reverse_signal,0.45,3,"DIVERG,LOW-VOL",ranging
2024-10-16 18:00,2024-10-16 21:00,2024-10,SELL,2147.58,2144.72,-0.21,3,reverse_signal,1.78,3,"KDJ-OB,TOP-DIV",ranging
2024-10-16 21:00,2024-10-17 05:00,2024-10,BUY,2144.72,2150.05,0.03,8,reverse_signal,0.55,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-10-17 05:00,2024-10-17 13:00,2024-10,SELL,2150.05,2151.73,-0.67,8,reverse_signal,1.76,3,"KDJ-OB,TOP-DIV",ranging
2024-10-17 13:00,2024-10-17 20:00,2024-10,BUY,2151.73,2144.15,-1.26,7,hard_stop,1.44,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-10-17 21:00,2024-10-18 02:00,2024-10,BUY,2143.94,2138.64,-1.03,5,hard_stop,-1.59,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-18 03:00,2024-10-18 06:00,2024-10,BUY,2138.06,2143.53,0.05,3,reverse_signal,-2.66,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-10-18 06:00,2024-10-18 13:00,2024-10,SELL,2143.53,2130.34,0.82,7,reverse_signal,-0.29,3,"KDJ-OB,TOP-DIV",ranging
2024-10-18 13:00,2024-10-22 05:00,2024-10,BUY,2130.34,2123.92,-1.14,40,hard_stop,-3.99,4,"KDJ-OS,KC-BOT,RSI-OS,LOW-VOL",ranging
2024-10-22 06:00,2024-10-23 03:00,2024-10,BUY,2123.12,2129.97,0.18,21,reverse_signal,-3.17,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-10-23 03:00,2024-10-23 06:00,2024-10,SELL,2129.97,2119.94,0.5,3,reverse_signal,1.03,3,"KDJ-OB,TOP-DIV",ranging
2024-10-23 06:00,2024-10-23 18:00,2024-10,BUY,2119.94,2112.63,-1.23,12,hard_stop,-2.54,4,"KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-10-23 19:00,2024-10-25 00:00,2024-10,BUY,2111.77,2106.31,-1.05,29,hard_stop,-3.53,7,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-10-25 01:00,2024-10-25 19:00,2024-10,BUY,2106.31,2100.51,-1.08,18,hard_stop,-2.03,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-10-25 20:00,2024-10-26 05:00,2024-10,BUY,2098.23,2093.42,-0.98,9,hard_stop,-2.61,3,"BB-BOT,KC-BOT,LOW-VOL",ranging
2024-10-26 06:00,2024-10-28 18:00,2024-10,BUY,2096.66,2091.21,-1.04,12,hard_stop,-1.39,5,"KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-10-28 19:00,2024-10-28 23:00,2024-10,BUY,2091.78,2086.83,-1.0,4,hard_stop,-2.17,6,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-10-29 00:00,2024-10-29 09:00,2024-10,BUY,2088.19,2092.25,-0.09,9,reverse_signal,-2.47,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-10-29 09:00,2024-10-29 11:00,2024-10,SELL,2092.25,2097.18,-0.99,2,hard_stop,0.98,3,"KDJ-OB,TOP-DIV",ranging
2024-10-30 03:00,2024-10-30 05:00,2024-10,SELL,2097.34,2101.72,-0.94,2,reverse_signal,1.34,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-10-30 05:00,2024-10-30 17:00,2024-10,BUY,2101.72,2106.31,-0.04,12,reverse_signal,2.68,3,"DIVERG,LOW-VOL",ranging
2024-10-30 17:00,2024-10-30 18:00,2024-10,SELL,2106.31,2108.33,-0.7,1,reverse_signal,1.94,3,"KDJ-OB,TOP-DIV",ranging
2024-10-30 18:00,2024-10-31 06:00,2024-10,BUY,2108.33,2111.25,-0.21,12,reverse_signal,2.44,3,"DIVERG,LOW-VOL",ranging
2024-10-31 06:00,2024-10-31 07:00,2024-10,SELL,2111.25,2113.3,-0.71,1,reverse_signal,1.38,3,"KDJ-OB,TOP-DIV",ranging
2024-10-31 07:00,2024-10-31 19:00,2024-10,BUY,2113.3,2116.88,-0.14,12,reverse_signal,1.94,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-10-31 19:00,2024-10-31 22:00,2024-10,SELL,2116.88,2113.26,-0.14,3,reverse_signal,1.09,3,"KDJ-OB,TOP-DIV",ranging
2024-10-31 22:00,2024-11-01 07:00,2024-10,BUY,2113.26,2114.35,-0.39,9,reverse_signal,-0.35,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-01 07:00,2024-11-01 10:00,2024-11,SELL,2114.35,2120.56,-1.12,3,hard_stop,0.59,3,"KDJ-OB,TOP-DIV",ranging
2024-11-01 11:00,2024-11-01 17:00,2024-11,SELL,2119.81,2116.32,-0.15,6,reverse_signal,2.27,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-11-01 17:00,2024-11-02 01:00,2024-11,BUY,2116.32,2129.55,0.82,8,reverse_signal,0.29,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-02 01:00,2024-11-02 06:00,2024-11,SELL,2129.55,2134.95,-1.04,5,hard_stop,3.95,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-11-02 07:00,2024-11-04 11:00,2024-11,BUY,2133.89,2138.87,-0.0,4,reverse_signal,3.6,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-04 11:00,2024-11-04 19:00,2024-11,SELL,2138.87,2147.94,-1.41,8,hard_stop,4.28,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-11-04 20:00,2024-11-04 21:00,2024-11,SELL,2147.22,2149.16,-0.69,1,reverse_signal,4.17,5,"KDJ-OB,KC-TOP,TOP-DIV,RSI-OB",ranging
2024-11-04 21:00,2024-11-05 06:00,2024-11,BUY,2149.16,2154.39,0.02,9,reverse_signal,4.5,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-05 06:00,2024-11-05 13:00,2024-11,SELL,2154.39,2155.68,-0.63,7,reverse_signal,3.5,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-11-05 13:00,2024-11-05 16:00,2024-11,BUY,2155.68,2150.99,-0.97,3,hard_stop,2.59,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-05 17:00,2024-11-06 00:00,2024-11,BUY,2150.1,2143.61,-1.15,7,hard_stop,-0.27,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-06 01:00,2024-11-06 14:00,2024-11,BUY,2141.91,2136.33,-1.06,13,hard_stop,-2.95,7,"TREND+,KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-11-06 15:00,2024-11-07 17:00,2024-11,BUY,2138.94,2142.48,-0.15,26,reverse_signal,-1.61,6,"TREND+,KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-11-07 17:00,2024-11-07 19:00,2024-11,SELL,2142.48,2148.2,-1.07,2,hard_stop,1.26,3,"KDJ-OB,TOP-DIV",ranging
2024-11-07 20:00,2024-11-08 05:00,2024-11,SELL,2150.54,2143.21,0.23,9,reverse_signal,3.49,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-11-08 05:00,2024-11-11 09:00,2024-11,BUY,2143.21,2161.5,1.33,28,reverse_signal,-0.65,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-11 09:00,2024-11-12 01:00,2024-11,SELL,2161.5,2157.35,-0.08,16,reverse_signal,2.11,3,"KDJ-OB,TOP-DIV",ranging
2024-11-12 01:00,2024-11-13 07:00,2024-11,BUY,2157.35,2153.18,-0.92,30,hard_stop,-1.05,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-13 08:00,2024-11-13 10:00,2024-11,BUY,2153.6,2148.31,-1.03,2,hard_stop,-1.04,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-13 11:00,2024-11-13 21:00,2024-11,BUY,2150.5,2165.91,1.04,10,reverse_signal,-1.71,5,"TREND+,KDJ-OS,BB-BOT,KC-BOT,LOW-VOL",ranging
2024-11-13 21:00,2024-11-14 01:00,2024-11,SELL,2165.91,2156.62,0.43,4,reverse_signal,3.37,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-11-14 01:00,2024-11-14 07:00,2024-11,BUY,2156.62,2149.1,-1.25,6,hard_stop,-0.44,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-14 09:00,2024-11-18 15:00,2024-11,BUY,2150.96,2154.75,-0.12,54,reverse_signal,-1.51,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-18 15:00,2024-11-18 20:00,2024-11,SELL,2154.75,2153.27,-0.35,5,reverse_signal,0.44,3,"KDJ-OB,TOP-DIV",ranging
2024-11-18 20:00,2024-11-19 07:00,2024-11,BUY,2153.27,2151.39,-0.69,11,reverse_signal,-0.02,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-19 07:00,2024-11-19 12:00,2024-11,SELL,2151.39,2158.25,-1.19,5,hard_stop,-0.12,3,"KDJ-OB,TOP-DIV",ranging
2024-11-19 13:00,2024-11-19 16:00,2024-11,BUY,2157.71,2151.98,-1.07,3,hard_stop,1.82,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-19 17:00,2024-11-19 20:00,2024-11,BUY,2153.15,2147.63,-1.05,3,hard_stop,-0.07,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-20 05:00,2024-11-20 12:00,2024-11,BUY,2145.39,2146.0,-0.44,7,reverse_signal,-1.45,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-20 12:00,2024-11-20 18:00,2024-11,SELL,2146.0,2140.88,0.01,6,reverse_signal,-0.46,3,"KDJ-OB,TOP-DIV",ranging
2024-11-20 18:00,2024-11-21 14:00,2024-11,BUY,2140.88,2156.14,1.03,20,reverse_signal,-1.44,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-21 14:00,2024-11-21 20:00,2024-11,SELL,2156.14,2153.99,-0.28,6,reverse_signal,1.25,3,"KDJ-OB,TOP-DIV",ranging
2024-11-21 20:00,2024-11-22 01:00,2024-11,BUY,2153.99,2147.3,-1.17,5,hard_stop,-0.02,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-11-22 02:00,2024-11-22 06:00,2024-11,BUY,2151.22,2144.44,-1.18,4,hard_stop,-0.58,3,"KDJ-OS,BB-BOT,LOW-VOL",ranging
2024-11-22 08:00,2024-11-22 13:00,2024-11,BUY,2144.37,2139.02,-1.03,5,hard_stop,-2.12,3,"KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-11-22 14:00,2024-11-25 21:00,2024-11,BUY,2140.46,2146.46,0.1,31,reverse_signal,-2.31,5,"KDJ-OS,KC-BOT,DIVERG,LOW-VOL",ranging
2024-11-25 21:00,2024-11-26 02:00,2024-11,SELL,2146.46,2146.97,-0.55,5,reverse_signal,0.91,3,"KDJ-OB,TOP-DIV",ranging
2024-11-26 02:00,2024-11-26 04:00,2024-11,BUY,2146.97,2141.91,-1.01,2,hard_stop,0.91,3,"DIVERG,LOW-VOL",ranging
2024-11-26 05:00,2024-11-27 15:00,2024-11,BUY,2142.59,2155.48,0.79,34,reverse_signal,-0.78,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-11-27 15:00,2024-11-27 18:00,2024-11,SELL,2155.48,2162.31,-1.18,3,hard_stop,1.03,3,"KDJ-OB,TOP-DIV",ranging
2024-11-27 19:00,2024-11-27 23:00,2024-11,SELL,2164.96,2166.46,-0.65,4,reverse_signal,4.03,3,"KDJ-OB,KC-TOP,RSI-OB",ranging
2024-11-27 23:00,2024-11-28 01:00,2024-11,BUY,2166.46,2160.79,-1.07,2,hard_stop,3.56,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-28 02:00,2024-11-28 08:00,2024-11,BUY,2160.62,2164.63,-0.1,6,reverse_signal,0.61,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-28 08:00,2024-11-28 10:00,2024-11,SELL,2164.63,2163.94,-0.43,2,reverse_signal,1.8,3,"KDJ-OB,TOP-DIV",ranging
2024-11-28 10:00,2024-11-28 13:00,2024-11,BUY,2163.94,2163.85,-0.51,3,reverse_signal,1.24,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-28 13:00,2024-11-28 16:00,2024-11,SELL,2163.85,2168.25,-0.94,3,hard_stop,1.01,3,"KDJ-OB,TOP-DIV",ranging
2024-11-28 19:00,2024-11-29 17:00,2024-11,BUY,2166.72,2176.34,0.46,22,reverse_signal,1.47,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-11-29 17:00,2024-11-29 21:00,2024-11,SELL,2176.34,2176.17,-0.48,4,reverse_signal,1.95,3,"KDJ-OB,TOP-DIV",ranging
2024-11-29 21:00,2024-12-02 14:00,2024-11,BUY,2176.17,2182.45,0.13,17,reverse_signal,1.3,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-12-02 14:00,2024-12-02 22:00,2024-12,SELL,2182.45,2191.5,-1.41,8,hard_stop,1.05,3,"KDJ-OB,TOP-DIV",ranging
2024-12-03 03:00,2024-12-03 10:00,2024-12,BUY,2188.68,2182.48,-1.12,7,hard_stop,1.6,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-12-03 11:00,2024-12-03 14:00,2024-12,BUY,2181.05,2171.27,-1.48,3,hard_stop,-1.18,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-12-03 15:00,2024-12-04 06:00,2024-12,BUY,2170.23,2164.35,-1.09,15,hard_stop,-3.7,4,"TREND+,KDJ-OS,KC-BOT,LOW-VOL",ranging
2024-12-04 07:00,2024-12-04 09:00,2024-12,BUY,2168.63,2162.7,-1.09,2,hard_stop,-0.82,5,"TREND+,KDJ-OS,DIVERG,LOW-VOL",ranging
2024-12-04 10:00,2024-12-04 17:00,2024-12,BUY,2162.71,2154.4,-1.33,7,hard_stop,-2.26,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-12-04 18:00,2024-12-05 09:00,2024-12,BUY,2152.58,2175.08,1.75,15,reverse_signal,-3.62,6,"KDJ-OS,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-12-05 09:00,2024-12-06 00:00,2024-12,SELL,2175.08,2182.18,-1.21,15,hard_stop,2.45,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-12-06 01:00,2024-12-06 03:00,2024-12,SELL,2178.62,2172.11,0.15,2,reverse_signal,0.94,3,"KDJ-OB,TOP-DIV",ranging
2024-12-06 03:00,2024-12-06 21:00,2024-12,BUY,2172.11,2165.43,-1.17,18,hard_stop,-1.22,3,"TREND+,KDJ-OS,LOW-VOL",ranging
2024-12-06 22:00,2024-12-09 09:00,2024-12,BUY,2168.34,2160.84,-1.25,11,hard_stop,-1.6,6,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,LOW-VOL",ranging
2024-12-09 10:00,2024-12-10 16:00,2024-12,BUY,2157.46,2164.55,0.21,30,reverse_signal,-3.86,7,"KDJ-OS,BB-BOT,KC-BOT,DIVERG,RSI-OS,LOW-VOL",ranging
2024-12-10 16:00,2024-12-10 21:00,2024-12,SELL,2164.55,2170.28,-1.07,5,hard_stop,1.45,3,"KDJ-OB,TOP-DIV",ranging
2024-12-10 22:00,2024-12-11 15:00,2024-12,SELL,2171.42,2162.2,0.42,17,reverse_signal,2.97,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
2024-12-11 15:00,2024-12-12 07:00,2024-12,BUY,2162.2,2157.39,-0.98,16,hard_stop,-1.0,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-12-12 14:00,2024-12-12 20:00,2024-12,BUY,2160.17,2154.67,-1.05,6,hard_stop,-0.4,3,"DIVERG,LOW-VOL",ranging
2024-12-12 21:00,2024-12-13 12:00,2024-12,BUY,2156.07,2166.38,0.53,15,reverse_signal,-1.52,4,"KDJ-OS,DIVERG,LOW-VOL",ranging
2024-12-13 12:00,2024-12-13 13:00,2024-12,SELL,2166.38,2167.07,-0.57,1,reverse_signal,1.46,3,"KDJ-OB,TOP-DIV",ranging
2024-12-13 13:00,2024-12-14 03:00,2024-12,BUY,2167.07,2176.05,0.4,14,reverse_signal,1.63,4,"TREND+,DIVERG,LOW-VOL",ranging
2024-12-14 03:00,2024-12-14 04:00,2024-12,SELL,2176.05,2177.98,-0.69,1,reverse_signal,2.14,4,"KDJ-OB,KC-TOP,TOP-DIV",ranging
